title_key_raw,n_creators,n_organisations,n_titles,example,creators,groups,n_groups,within_group,same_organisation_only
jon lovett calls out trump for the spirit airlines bankruptcy,2,1,2,Jon Lovett Calls Out Trump for the Spirit Airlines Bankruptcy,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys george santos for being banned by kalshi for insider trading,2,1,2,Jon Lovett DESTROYS George Santos For Being BANNED By Kalshi For Insider Trading,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys mark zuckerberg big tech for creating a surveillance state,2,1,2,Jon Lovett DESTROYS Mark Zuckerberg & Big Tech For Creating a Surveillance State,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys trump jd vance s iran war negotiations debacle,2,1,2,Jon Lovett Destroys Trump & JD Vance's Iran War Negotiations Debacle,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys trump s childish white house renovations,2,1,2,Jon Lovett DESTROYS Trump's Childish White House Renovations,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys trump s idiotic vaccine mandate,2,1,2,Jon Lovett DESTROYS Trump's Idiotic Vaccine Mandate,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett destroys trump s pathetic empty state fair,2,1,2,Jon Lovett Destroys Trump's Pathetic & Empty State Fair,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett roasts trump for weird embarrassing nato blunders,2,1,2,"Jon Lovett ROASTS Trump For Weird, Embarrassing NATO Blunders",@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon lovett spills the tea on his snl audition with kyle mooney beck bennett,2,1,2,Jon Lovett Spills The Tea on His SNL Audition With Kyle Mooney & Beck Bennett,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
jon stewart breaks trump s ego with brutal reality check,2,1,2,Jon Stewart BREAKS Trump’s Ego With BRUTAL Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart destroys cbs as colbert soars this is brutal,2,1,2,Jon Stewart Destroys CBS as Colbert SOARS... This is BRUTAL!,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart destroys elon musk this is brutal,2,1,2,Jon Stewart DESTROYS Elon Musk... This Is BRUTAL!,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart destroys howard lutnick shocking details go public,2,1,2,Jon Stewart DESTROYS Howard Lutnick... SHOCKING Details Go Public!,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart destroys palantir as terrifying leak goes public,2,1,2,Jon Stewart DESTROYS Palantir As TERRIFYING Leak Goes Public,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart destroys stephen miller this is brutal,2,1,2,Jon Stewart DESTROYS Stephen Miller... This is BRUTAL!,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies billionaires with stunning reality check,2,1,2,Jon Stewart TERRIFIES Billionaires With STUNNING Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies ceos with brutal reality check,2,1,2,Jon Stewart Terrifies CEOs with BRUTAL Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies new york billionaires with brutal reality check,2,1,2,Jon Stewart TERRIFIES New York Billionaires With Brutal Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies republicans with 2028 threat,2,1,2,Jon Stewart TERRIFIES Republicans With 2028 Threat,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies republicans with brutal prediction,2,1,2,Jon Stewart TERRIFIES Republicans with BRUTAL Prediction,@RebelHQ; @TheDamageReport,left,1,True,True
jon stewart terrifies republicans with brutal reality check,2,1,2,Jon Stewart TERRIFIES Republicans With BRUTAL Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
jurassic park actor sam neill dies at 78,2,2,2,'Jurassic Park' actor Sam Neill dies at 78,@ABCNews; @AssociatedPress,neutral,1,True,False
karoline leavitt holds white house press briefing,2,2,2,Karoline Leavitt holds White House press briefing,@FoxNews; @USATODAY,neutral; right,2,False,False
karoline leavitt live since iran rejected trump s secy makes big announcemnt amid nuke tiff,2,1,2,Karoline Leavitt LIVE: ‘Since Iran Rejected…’: Trump's Secy Makes Big Announcemnt Amid Nuke Tiff,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
kash patel s new fbi rules are f cking insane,2,1,2,Kash Patel's New FBI Rules Are F*CKING INSANE,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
kevin o leary s big mouth comes back to bite him,2,1,2,Kevin O'Leary's Big Mouth Comes Back to Bite Him,@RebelHQ; @TheDamageReport,left,1,True,True
king charles iii addresses congress,2,2,2,King Charles III addresses Congress,@CNN; @NewsNation,left; neutral,2,False,False
kristi noem fired,2,2,2,Kristi Noem FIRED,@DueDissidence; @PTLRadioShow,left,1,True,False
lawsuit update,2,2,2,lawsuit update,@Channel5YouTube; @destiny,left,1,True,False
leaked documents prove billionaires are terrified,2,1,2,Leaked Documents Prove BILLIONAIRES Are TERRIFIED,@RebelHQ; @TheDamageReport,left,1,True,True
lindsay clancy jurors speak out,2,2,2,Lindsay Clancy Jurors SPEAK OUT,@chicksonright; @destinyhqclips,neutral; right,2,False,False
lindsey graham dead at 71,2,2,2,Lindsey Graham DEAD at 71,@DueDissidence; https://rumble.com/c/TheAlexJonesShowLive,left; right,2,False,False
lindsey graham gets humiliated on fox news can not recover,2,1,2,Lindsey Graham Gets HUMILIATED On Fox News... Can NOT Recover!,@RebelHQ; @TheDamageReport,left,1,True,True
lindsey graham is dead,2,2,2,Lindsey Graham Is Dead,@Vaush; @fightbackpodcast,left; right,2,False,False
lindsey graham terrified as challenger surges,2,1,2,Lindsey Graham TERRIFIED as Challenger SURGES,@RebelHQ; @TheDamageReport,left,1,True,True
live alex pretti vigil where border patrol murdered him live from minneapolis,2,2,2,LIVE Alex Pretti Vigil Where Border Patrol Murdered Him | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live americans fight ai data centers as trump builds up war machine,2,2,2,LIVE AMERICANS FIGHT AI Data Centers as Trump Builds Up War Machine,@MeidasTouch; @StatusCoup,left,1,True,False
live australian fm wong speaks on pm modi s australia visit i china on quad meet i bilateral ties,2,2,2,LIVE: Australian FM Wong speaks on PM Modi's Australia Visit I China on Quad meet I Bilateral ties,@ANINewsIndia; @Firstpost,neutral,1,True,False
live bernie sanders tax the rich rally in nyc,2,2,2,LIVE Bernie Sanders TAX THE RICH Rally in NYC,@MeidasTouch; @StatusCoup,left,1,True,False
live bernie sanders zohran mamdani union now rally in nyc,2,2,2,LIVE Bernie Sanders Zohran Mamdani UNION NOW Rally in NYC,@MeidasTouch; @StatusCoup,left,1,True,False
live cherry blossoms bloom in tokyo,2,2,2,LIVE: Cherry blossoms bloom in Tokyo,@AssociatedPress; @Reuters,neutral,1,True,False
live dems hold major shadow hearing on trump s ice attacks,2,1,2,LIVE: Dems Hold MAJOR SHADOW HEARING on Trump’s ICE ATTACKS,@LegalAFMTN; @MeidasTouch,left,1,True,True
live european council president costa eu chief ursula von der leyen receive guard of honour,2,2,2,LIVE: European Council President Costa & EU Chief Ursula Von Der Leyen receive guard of honour,@ANINewsIndia; @Firstpost,neutral,1,True,False
live finance minister nirmala sitharaman interacts with youth from across india after budget 2026,2,2,2,LIVE: Finance Minister Nirmala Sitharaman interacts with youth from across India after Budget 2026,@ANINewsIndia; @Firstpost,neutral,1,True,False
live first meeting of us led board of peace,2,2,2,LIVE: First meeting of US-led Board of Peace,@Reuters; https://rumble.com/c/BannonsWarRoom,neutral; right,2,False,False
live general strike march against ice in 10 degrees live from minneapolis,2,2,2,LIVE GENERAL STRIKE March Against ICE in -10 DEGREES | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live get ice out rally as trump doj refuses to investigate alex pretti murder,2,2,2,LIVE GET ICE OUT Rally as Trump DOJ REFUSES to Investigate Alex Pretti Murder,@MeidasTouch; @StatusCoup,left,1,True,False
live google ceo sundar pichai speaks at india ai summit global south artificial intelligence,2,2,2,LIVE: Google CEO Sundar Pichai speaks at India AI Summit | Global South | Artificial Intelligence,@ANINewsIndia; @Firstpost,neutral,1,True,False
live ice clash with protesters as trump threatens insurrection act live from minneapolis,2,2,2,LIVE ICE CLASH With Protesters as Trump THREATENS Insurrection Act | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live ice protests continue as trump threatens election crackdown,2,2,2,LIVE ICE PROTESTS CONTINUE as Trump Threatens ELECTION CRACKDOWN,@MeidasTouch; @StatusCoup,left,1,True,False
live jesse jackson lies in repose in chicago,2,2,2,LIVE: Jesse Jackson lies in repose in Chicago,@AssociatedPress; @Reuters,neutral,1,True,False
live kash patel pam bondi make huge announcement on mexican cartels in us benghazi attack news,2,1,2,"LIVE | Kash Patel, Pam Bondi Make Huge Announcement On Mexican Cartels In US | Benghazi Attack News",@TimesNowWorld; @timesofindia,left; neutral,2,False,True
live king charles addresses us congress,2,2,2,LIVE: King Charles ADDRESSES US CONGRESS,@MeidasTouch; @Reuters,left; neutral,2,False,False
live lindsay clancy murder trial,2,2,2,LIVE: Lindsay Clancy Murder Trial,@Reuters; @aaronparnas1,left; neutral,2,False,False
live march on palantir in nyc stop permanent u s surveillance state,2,2,2,LIVE MARCH ON PALANTIR in NYC | Stop Permanent U.S. Surveillance State,@MeidasTouch; @StatusCoup,left,1,True,False
live may day protests in chicago,2,2,2,LIVE MAY DAY Protests in CHICAGO,@MeidasTouch; @StatusCoup,left,1,True,False
live mea briefing on uae president s india visit meeting with pm modi india uae ties new delhi,2,2,2,"LIVE: MEA Briefing on UAE President's India visit, meeting with PM Modi | India-UAE ties | New Delhi",@ANINewsIndia; @Firstpost,neutral,1,True,False
live mea press briefing on seychelles president patrick herminie s india visit usa iran trade,2,2,2,LIVE: MEA Press briefing on Seychelles President Patrick Herminie's India visit |USA | Iran |Trade,@ANINewsIndia; @Firstpost,neutral,1,True,False
live pam bondi testifies at doj oversight hearing,2,2,2,LIVE: Pam Bondi testifies at DOJ oversight hearing,@RealAmericasVoice; https://rumble.com/c/BannonsWarRoom,right,1,True,False
live pay for hospital workers not bombs live pay the workers rally,2,2,2,LIVE PAY FOR HOSPITAL WORKERS NOT BOMBS! | LIVE Pay the Workers Rally,@MeidasTouch; @StatusCoup,left,1,True,False
live pm modi addresses post budget webinar on technology reforms and finance for viksit bharat,2,2,2,"LIVE: PM Modi addresses Post Budget Webinar on “Technology, Reforms and Finance for Viksit Bharat”",@ANINewsIndia; @Firstpost,neutral,1,True,False
live pm modi flags off india s first vande bharat sleeper train between howrah guwahati,2,2,2,LIVE: PM Modi Flags off India’s first Vande Bharat Sleeper Train between Howrah & Guwahati,@ANINewsIndia; @Firstpost,neutral,1,True,False
live pm modi inaugurates lays foundation of various development projects in vav tharad gujarat,2,2,2,"LIVE: PM Modi inaugurates  & lays foundation of various development projects in Vav-Tharad, Gujarat",@ANINewsIndia; @Firstpost,neutral,1,True,False
live pm modi inaugurates noida international airport phase 1 cm yogi jewar airport india,2,2,2,LIVE: PM Modi Inaugurates Noida International Airport Phase 1 | CM Yogi | Jewar Airport | India,@ANINewsIndia; @Firstpost,neutral,1,True,False
live president murmu hosts at home reception at rashtrapati bhavan pm modi ursula von costa,2,2,2,LIVE: President Murmu hosts 'at home ' reception at Rashtrapati Bhavan |PM Modi | Ursula Von | Costa,@ANINewsIndia; @Firstpost,neutral,1,True,False
live president murmu takes sortie in indigenous light combat helicopter prachand at jaisalmer,2,2,2,LIVE: President Murmu takes sortie in indigenous Light Combat Helicopter ' Prachand' at Jaisalmer,@ANINewsIndia; @Firstpost,neutral,1,True,False
live president trump delivers state of the union address,2,2,2,LIVE: President Trump delivers State of the Union address,@ABCNews; @markets,neutral,1,True,False
live president trump speaks from white house,2,2,2,LIVE: PRESIDENT TRUMP SPEAKS FROM WHITE HOUSE,@Reuters; @oann,neutral; right,2,False,False
live protests at ice hotel after murder of renee nicole good live from minneapolis,2,2,2,LIVE PROTESTS AT ICE HOTEL After Murder of Renee Nicole Good | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live rep ro khanna interview from alex pretti vigil in minneapolis,2,2,2,LIVE Rep. Ro Khanna Interview From Alex Pretti Vigil in Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live secretary rubio holds joint press briefing with hungarian pm viktor orban in budapest usa,2,2,2,LIVE: Secretary Rubio holds joint press briefing with Hungarian PM Viktor Orban in Budapest | USA,@ANINewsIndia; @Firstpost,neutral,1,True,False
live she must answer kelly blasts in house introduces articles of impeachment against noem,2,1,2,LIVE: 'She Must Answer...': Kelly Blasts In House; Introduces Articles Of IMPEACHMENT Against Noem,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
live stop ice invasion protest as trump targets top minnesota dems,2,2,2,LIVE STOP ICE INVASION Protest as Trump TARGETS Top Minnesota Dems,@MeidasTouch; @StatusCoup,left,1,True,False
live stop ice protests as trump readies 1 500 troops live from minneapolis,2,2,2,"LIVE STOP ICE Protests as Trump READIES 1,500 TROOPS | LIVE FROM MINNEAPOLIS",@MeidasTouch; @StatusCoup,left,1,True,False
live stop ice terror activists mark 1 year of deadly nj ice prison,2,2,2,LIVE STOP ICE TERROR Activists Mark 1 Year of Deadly NJ ICE Prison,@MeidasTouch; @StatusCoup,left,1,True,False
live stop ice terror rally after ice drags man out of hospital,2,2,2,LIVE STOP ICE TERROR Rally After ICE DRAGS Man Out Of Hospital,@MeidasTouch; @StatusCoup,left,1,True,False
live stop ice terror trump s war with iran protest in chicago,2,2,2,LIVE STOP ICE TERROR-TRUMP’S WAR WITH IRAN Protest in Chicago,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice invasion protests court lifts restrictions on ice,2,2,2,LIVE STOP TRUMP’S ICE INVASION Protests | Court LIFTS Restrictions on ICE,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice terror emergency protest after alex pretti murder,2,2,2,LIVE STOP TRUMP’S ICE TERROR Emergency Protest After Alex Pretti Murder,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice terror general strike march live from chicago,2,2,2,LIVE STOP TRUMP’S ICE TERROR GENERAL STRIKE MARCH | LIVE From Chicago,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice terror general strike march live from minneapolis,2,2,2,LIVE STOP Trump's ICE TERROR General Strike March LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice terror protests as trump doj targets protesters live from minneapolis,2,2,2,LIVE STOP TRUMP'S ICE TERROR Protests as Trump DOJ TARGETS Protesters | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s ice terror rally after murder of renee good live from minneapolis,2,2,2,LIVE STOP TRUMP'S ICE TERROR Rally After Murder of Renee Good | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s iran war protest in chicago,2,2,2,LIVE STOP TRUMP’S IRAN WAR Protest in Chicago,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s iran war protest in minneapolis,2,2,2,LIVE STOP TRUMP'S Iran War Protest in Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live stop trump s iran war protest in nyc,2,2,2,LIVE STOP TRUMP'S Iran War Protest in NYC,@MeidasTouch; @StatusCoup,left,1,True,False
live supreme court hears arguments on birthright citizenship,2,2,2,LIVE: Supreme Court hears arguments on birthright citizenship,@AssociatedPress; https://rumble.com/c/BannonsWarRoom,neutral; right,2,False,False
live target protest to end ice cooperation live from minneapolis,2,2,2,LIVE TARGET Protest to End ICE Cooperation | LIVE From Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
live tax the rich protest outside ny gov s office,2,2,2,LIVE TAX THE RICH Protest Outside NY Gov’s Office,@MeidasTouch; @StatusCoup,left,1,True,False
live the people s state of the union,2,2,2,LIVE: THE PEOPLE'S STATE OF THE UNION,@aaronparnas1; @katiephangnews,left,1,True,False
live the tip of the iceberg schmidt and farrow on what s underneath,2,2,2,LIVE: The Tip Of The Iceberg. Schmidt And Farrow On What's Underneath,@jimacosta; @thewarningwithsteveschmidt,left,1,True,False
live todd blanche grilled at confirmation hearing,2,1,2,LIVE: TODD BLANCHE GRILLED AT CONFIRMATION HEARING,@LegalAFMTN; @MeidasTouch,left,1,True,True
live todd blanche grilled at confirmation hearing day 2,2,1,2,LIVE: TODD BLANCHE GRILLED AT CONFIRMATION HEARING | DAY 2,@LegalAFMTN; @MeidasTouch,left,1,True,True
