term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,npmi,log_or,weight,co_left,co_neutral,co_right
iii,queen camilla,38.00000,4.01675,9.46038,18.32732,0.00000,14.00000,0.67635,6.64828,3.24190,5,28,5
massive,warehouse,27.00000,1.95700,13.79659,18.32716,0.00000,11.00000,0.34891,3.49922,3.78624,0,15,12
strikes,tehran,220.00000,72.57180,3.03148,18.32170,0.00000,25.00000,0.28423,2.19948,1.60002,42,162,16
capital,explosions,22.00000,1.30637,16.84056,18.31738,0.00000,7.00000,0.43064,4.22417,4.07387,14,7,1
strikes,bahrain,83.00000,15.19449,5.46251,18.31026,0.00000,19.00000,0.35732,3.29282,2.44956,19,60,4
protests,continue,53.00000,6.77504,7.82283,18.30994,0.00000,24.00000,0.29820,2.66694,2.96769,9,33,11
shooter,cole,20.00000,1.14876,17.41014,18.30723,0.00000,9.00000,0.50876,5.09931,4.12186,4,10,6
western,civilization,24.00000,2.04841,11.71642,18.30687,0.00000,15.00000,0.56775,5.66426,3.55046,1,1,22
court,tariff,80.00000,14.47742,5.52585,18.30506,0.00000,33.00000,0.26543,2.29550,2.46620,23,43,14
primary,massie,53.00000,7.70142,6.88185,18.30048,0.00000,23.00000,0.40571,3.65913,2.78280,11,28,14
strike,russian,156.00000,41.53959,3.73138,18.29693,0.00000,19.00000,0.29019,2.30669,1.89971,21,104,30
trial,luigi mangione,44.00000,4.95432,8.88113,18.29495,0.00000,9.00000,0.39652,3.70858,3.15074,2,37,5
xi,meets,81.00000,14.65986,5.52529,18.29136,0.00000,21.00000,0.32058,2.73617,2.46605,13,60,8
strikes,sites,87.00000,16.36979,5.31467,18.29006,0.00000,15.00000,0.32230,2.87764,2.40998,23,56,8
venezuela,toll,53.00000,6.92427,7.65424,18.28831,0.00000,18.00000,0.30172,2.73663,2.93626,10,38,5
summit,ahead,144.00000,38.87125,3.70454,18.28645,0.00000,20.00000,0.29646,2.37594,1.88929,8,123,13
young,girls,20.00000,1.32553,15.08831,18.28007,0.00000,15.00000,0.39983,3.95840,3.91536,7,6,7
gulf,coast,28.00000,2.07148,13.51691,18.27907,0.00000,11.00000,0.32379,3.10061,3.75669,2,25,1
strikes,centcom,60.00000,8.57279,6.99889,18.27857,0.00000,16.00000,0.32804,3.10157,2.80713,13,32,15
security,kristi,43.00000,4.65455,9.23826,18.27600,0.00000,21.00000,0.23888,2.18124,3.20762,10,24,9
pleads,luigi,33.00000,3.22558,10.23072,18.27545,0.00000,24.00000,0.51118,4.86661,3.35484,7,19,7
house,shooting,281.00000,106.52109,2.63798,18.27319,0.00000,43.00000,0.21442,1.59410,1.39943,42,204,35
members,cabinet,24.00000,3.31596,7.23773,18.26942,0.00000,14.00000,0.30673,2.96489,2.85554,8,9,7
strike,missile,195.00000,60.65659,3.21482,18.26772,0.00000,23.00000,0.32991,2.56877,1.68474,75,101,19
house,floor,39.00000,3.94334,9.89009,18.26733,0.00000,22.00000,0.30300,3.04359,3.30598,13,16,10
billion,settlement,27.00000,2.01032,13.43068,18.26637,0.00000,19.00000,0.37529,3.64241,3.74746,6,17,4
anniversary,celebrates,21.00000,1.21043,17.34926,18.26227,0.00000,12.00000,0.36436,3.57712,4.11680,2,18,1
ufc,dana,33.00000,3.91728,8.42420,18.26200,0.00000,20.00000,0.55537,5.42487,3.07454,7,14,12
supreme court,abortion,23.00000,1.46923,15.65448,18.25918,0.00000,10.00000,0.32581,3.24474,3.96850,4,18,1
trial,robinson,76.00000,17.23901,4.40861,18.25702,0.00000,31.00000,0.37332,3.24227,2.14032,7,12,57
briefing,oz,22.00000,1.36123,16.16185,18.25431,0.00000,16.00000,0.34017,3.37976,4.01452,3,12,7
women,transgender,23.00000,1.48275,15.51175,18.25312,0.00000,15.00000,0.33162,3.28265,3.95529,3,14,6
indian,navy,42.00000,4.39479,9.55676,18.24991,0.00000,5.00000,0.27703,2.52616,3.25652,7,34,1
hormuz,irgc,175.00000,52.81739,3.31330,18.24708,0.00000,12.00000,0.32597,2.64119,1.72827,116,52,7
smith,testimony,38.00000,3.79860,10.00368,18.24592,0.00000,17.00000,0.37302,3.45433,3.32246,21,9,8
question,asked,41.00000,4.67326,8.77332,18.24255,0.00000,27.00000,0.41867,3.87388,3.13312,19,4,18
spain,eclipse,31.00000,2.80811,11.03946,18.24247,0.00000,11.00000,0.45588,4.45729,3.46460,3,27,1
gold,olympic,36.00000,3.61204,9.96666,18.24195,0.00000,17.00000,0.47838,4.52166,3.31711,4,26,6
rep,roy,28.00000,1.97912,13.64241,18.24108,0.00000,11.00000,0.36906,3.64334,3.77003,1,1,25
win,el-sayed,51.00000,6.60218,7.72472,18.23827,0.00000,28.00000,0.32410,2.91715,2.94948,25,21,5
president,oval office,55.00000,8.81739,6.23768,18.23568,0.00000,14.00000,0.28467,2.71680,2.64101,5,33,17
supreme court,cook,28.00000,2.21576,12.63672,18.23308,0.00000,11.00000,0.36445,3.59512,3.65955,4,22,2
north,daughter,21.00000,1.21800,17.24141,18.22760,0.00000,6.00000,0.35847,3.52627,4.10781,0,21,0
school,choice,20.00000,1.15688,17.28781,18.22470,0.00000,11.00000,0.36645,3.65387,4.11168,0,5,15
office,county,24.00000,1.59110,15.08390,18.22190,0.00000,8.00000,0.36755,3.57722,3.91494,5,11,8
faces,confirmation hearing,23.00000,1.46485,15.70132,18.22033,0.00000,10.00000,0.33661,3.34712,3.97281,5,15,3
national,director,47.00000,5.45847,8.61047,18.22020,0.00000,21.00000,0.28350,2.56833,3.10609,9,30,8
china,drills,52.00000,6.60166,7.87681,18.22000,0.00000,10.00000,0.33069,3.16628,2.97761,5,44,3
president,oval,55.00000,8.82687,6.23098,18.21861,0.00000,14.00000,0.27617,2.62057,2.63946,5,33,17
voters,young,34.00000,3.08588,11.01792,18.21071,0.00000,20.00000,0.32384,3.02889,3.46178,22,8,4
chaos,total,47.00000,5.71585,8.22275,18.20906,0.00000,22.00000,0.30767,2.78221,3.03962,36,2,9
threatens,tariffs,66.00000,9.98030,6.61303,18.20572,0.00000,22.00000,0.25860,2.24851,2.72531,13,47,6
eu,orban,50.00000,6.54769,7.63628,18.20534,0.00000,7.00000,0.46792,4.42198,2.93287,7,43,0
island,hockey,22.00000,1.38262,15.91187,18.20532,0.00000,10.00000,0.41400,4.08048,3.99203,2,18,2
war,trade,360.00000,155.45133,2.31584,18.20514,0.00000,61.00000,0.13485,1.02217,1.21153,129,197,34
ceo,cook,21.00000,1.24036,16.93052,18.20011,0.00000,11.00000,0.38587,3.85746,4.08155,1,19,1
sen,paul,50.00000,6.24814,8.00239,18.19549,0.00000,16.00000,0.36208,3.27522,3.00043,12,18,20
return,savannah,28.00000,2.14937,13.02708,18.19441,0.00000,10.00000,0.36788,3.52210,3.70344,6,19,3
tate,miami,22.00000,1.52318,14.44350,18.19214,0.00000,16.00000,0.49094,4.84169,3.85235,3,14,5
cia,officer,28.00000,2.16251,12.94790,18.19128,0.00000,14.00000,0.31891,3.03562,3.69465,9,9,10
faces,charges,45.00000,5.05860,8.89575,18.19105,0.00000,20.00000,0.27447,2.49398,3.15312,4,29,12
sparks,fury,36.00000,3.32431,10.82931,18.19064,0.00000,9.00000,0.32804,3.04874,3.43687,10,19,7
tpusa,halftime,35.00000,3.58755,9.75596,18.17613,0.00000,25.00000,0.59632,5.72231,3.28628,4,5,26
returns,earth,23.00000,1.46599,15.68905,18.17493,0.00000,13.00000,0.37607,3.66023,3.97169,2,19,2
nasa,medical,24.00000,1.59696,15.02856,18.16815,0.00000,13.00000,0.34056,3.30352,3.90964,2,19,3
air,defense,56.00000,7.40865,7.55874,18.16680,0.00000,19.00000,0.23832,2.10864,2.91815,9,38,9
iii,camilla,38.00000,4.07061,9.33520,18.16212,0.00000,14.00000,0.67203,6.58810,3.22268,5,28,5
protest,don,61.00000,10.00345,6.09790,18.15554,0.00000,29.00000,0.30743,2.72014,2.60831,21,24,16
changed,forever,39.00000,4.33540,8.76505,18.14830,0.00000,31.00000,0.53426,5.01989,3.13176,10,8,20
hit,drones,102.00000,21.04182,4.84749,18.14810,0.00000,12.00000,0.30553,2.55497,2.27724,25,75,2
talks,high-stakes,66.00000,10.13309,6.51331,18.14735,0.00000,16.00000,0.31347,2.85253,2.70339,7,48,11
case,hears,31.00000,2.70894,11.44359,18.14288,0.00000,16.00000,0.36683,3.65808,3.51647,12,17,2
ukraine,peace,203.00000,65.61970,3.09358,18.13922,0.00000,26.00000,0.24260,1.86958,1.62928,27,158,18
greenland,tariffs,134.00000,36.88710,3.63271,18.13789,0.00000,27.00000,0.36322,2.95495,1.86104,34,86,14
hearing,budget,53.00000,7.02887,7.54033,18.13341,0.00000,14.00000,0.27236,2.43590,2.91463,8,33,12
korea,daughter,20.00000,1.12536,17.77202,18.13138,0.00000,7.00000,0.35713,3.52865,4.15154,0,20,0
el,mexican,21.00000,1.27711,16.44344,18.12817,0.00000,13.00000,0.49118,4.87463,4.03944,6,14,1
center,opening,49.00000,6.12445,8.00071,18.12752,0.00000,21.00000,0.34750,3.13398,3.00013,27,17,5
shooting,maine,60.00000,8.77886,6.83460,18.12056,0.00000,24.00000,0.29741,2.67111,2.77286,15,34,11
hits,drone,113.00000,24.98639,4.52246,18.12024,0.00000,17.00000,0.28704,2.35949,2.17711,27,79,7
week,best,42.00000,4.59563,9.13912,18.11903,0.00000,6.00000,0.35916,3.29147,3.19206,3,1,38
attacks,drone,130.00000,31.54251,4.12142,18.11770,0.00000,26.00000,0.26486,2.14421,2.04314,46,66,18
alex pretti,renee good,29.00000,2.49509,11.62281,18.11588,0.00000,15.00000,0.46763,4.48858,3.53889,10,14,5
protesters,gather,33.00000,2.84847,11.58518,18.11331,0.00000,9.00000,0.34532,3.25665,3.53421,2,29,2
ai,altman,52.00000,7.53045,6.90530,18.11267,0.00000,25.00000,0.38680,3.83664,2.78770,10,39,3
crash,pilot,28.00000,2.12496,13.17674,18.11194,0.00000,14.00000,0.34914,3.34622,3.71992,6,15,7
goes,earth,43.00000,4.78585,8.98483,18.10802,0.00000,23.00000,0.28768,2.65467,3.16749,19,1,23
son,supreme leader,24.00000,1.57743,15.21458,18.10666,0.00000,13.00000,0.34353,3.32387,3.92738,6,17,1
ship,crew,26.00000,1.83718,14.15210,18.10617,0.00000,8.00000,0.27980,2.68102,3.82294,13,12,1
east,tensions,81.00000,14.33678,5.64980,18.10264,0.00000,18.00000,0.28304,2.41052,2.49820,13,59,9
gas prices,spike,20.00000,1.18177,16.92376,18.10077,0.00000,16.00000,0.46458,4.65125,4.08098,9,8,3
eu,foreign policy,21.00000,1.24442,16.87526,18.10039,0.00000,8.00000,0.31910,3.17205,4.07684,1,19,1
nolan,christopher,38.00000,4.24863,8.47332,18.09758,0.00000,24.00000,0.60533,5.93700,3.08293,5,16,15
world cup,infantino,36.00000,3.60458,9.98729,18.09690,0.00000,10.00000,0.41368,4.10558,3.32009,10,26,0
shooting,festival,35.00000,3.23842,10.80775,18.08973,0.00000,12.00000,0.27299,2.60057,3.43399,3,29,3
inflation,warsh,47.00000,5.79867,8.10531,18.08612,0.00000,13.00000,0.45103,4.11811,3.01887,4,40,3
uk,london,79.00000,14.09917,5.60317,18.07807,0.00000,13.00000,0.35071,3.08587,2.48624,22,55,2
king charles,royal,33.00000,3.18077,10.37486,18.07755,0.00000,17.00000,0.49758,4.74471,3.37502,5,22,6
musk,tesla,29.00000,2.38282,12.17047,18.07351,0.00000,8.00000,0.44508,4.36784,3.60531,11,18,0
leader,cartel,40.00000,4.18014,9.56905,18.07315,0.00000,19.00000,0.33798,3.15935,3.25838,4,27,9
case,lindsay clancy,129.00000,35.44016,3.63994,18.07240,0.00000,40.00000,0.32854,2.68650,1.86391,6,73,50
clancy,testifies,33.00000,3.22808,10.22279,18.06751,0.00000,11.00000,0.28023,2.62651,3.35372,0,28,5
charles,royal,34.00000,3.34588,10.16175,18.06713,0.00000,17.00000,0.48613,4.62346,3.34508,5,23,6
case,judge,122.00000,29.43610,4.14457,18.06424,0.00000,43.00000,0.27726,2.26359,2.05122,37,49,36
china,japan,110.00000,24.48410,4.49271,18.06333,0.00000,11.00000,0.26718,2.24434,2.16759,7,100,3
candidate,maine,33.00000,2.96957,11.11272,18.06230,0.00000,12.00000,0.38040,3.57559,3.47414,8,12,13
truth,telling,38.00000,3.89377,9.75917,18.06014,0.00000,26.00000,0.39246,3.73345,3.28676,20,0,18
strait,shipping,52.00000,6.71743,7.74105,18.05777,0.00000,17.00000,0.35643,3.32078,2.95253,15,33,4
election,stolen,46.00000,5.74166,8.01162,18.05084,0.00000,15.00000,0.35741,3.39983,3.00209,7,2,37
president,address,142.00000,38.67327,3.67179,18.05013,0.00000,27.00000,0.25471,2.10064,1.87648,11,96,35
massive,explosion,46.00000,5.30005,8.67916,18.05012,0.00000,14.00000,0.30559,2.81794,3.11755,13,16,17
army,general,50.00000,6.11746,8.17332,18.04939,0.00000,10.00000,0.28122,2.51839,3.03092,13,36,1
earth,ii crew,51.00000,6.82500,7.47252,18.04819,0.00000,17.00000,0.56915,5.25100,2.90160,9,36,6
ufo,aliens,29.00000,2.38086,12.18050,18.03896,0.00000,14.00000,0.46727,4.49126,3.60650,12,9,8
talks,direct,63.00000,9.55183,6.59559,18.03068,0.00000,17.00000,0.31153,2.85004,2.72150,15,41,7
collapse,total,52.00000,6.80649,7.63977,18.03043,0.00000,30.00000,0.35041,3.14037,2.93353,31,8,13
probe,corruption,24.00000,1.59011,15.09328,18.03023,0.00000,10.00000,0.31657,3.06283,3.91583,5,11,8
house,clintons,42.00000,4.60579,9.11896,18.03014,0.00000,15.00000,0.28306,2.77118,3.18887,13,25,4
scotus,decision,42.00000,4.68033,8.97372,18.02386,0.00000,24.00000,0.37733,3.46031,3.16571,19,7,16
save,thune,25.00000,1.76805,14.13989,18.01656,0.00000,14.00000,0.40458,3.99654,3.82170,4,3,18
protesters,agents,66.00000,10.50119,6.28500,18.01610,0.00000,18.00000,0.33395,2.91435,2.65191,7,29,30
dem,candidate,60.00000,8.74253,6.86301,18.01444,0.00000,22.00000,0.35798,3.16604,2.77884,28,5,27
queen,charles iii,39.00000,4.34060,8.98494,18.01049,0.00000,14.00000,0.66746,6.46003,3.16751,5,29,5
life,ruined,26.00000,1.94737,13.35137,18.01047,0.00000,12.00000,0.41581,4.12619,3.73892,11,1,14
ceuta,migration,22.00000,1.39131,15.81248,18.00818,0.00000,6.00000,0.56553,5.65104,3.98299,3,17,2
service,fallen,22.00000,1.41197,15.58105,18.00479,0.00000,12.00000,0.40563,4.00869,3.96172,3,4,15
suspect,charged,39.00000,3.96357,9.83962,18.00267,0.00000,17.00000,0.38660,3.58260,3.29860,7,25,7
primary,south carolina,40.00000,4.22445,9.46870,18.00081,0.00000,16.00000,0.42015,3.92973,3.24317,5,26,9
warsh,hole,28.00000,2.40551,11.63992,17.98949,0.00000,11.00000,0.55643,5.49585,3.54101,1,25,2
election,votes,49.00000,6.16899,7.94295,17.98711,0.00000,18.00000,0.29932,2.75423,2.98967,11,24,14
security,kristi noem,42.00000,4.57924,9.17183,17.98267,0.00000,20.00000,0.23708,2.17009,3.19721,10,24,8
military,options,43.00000,4.74265,9.06665,17.97829,0.00000,15.00000,0.30990,2.95455,3.18057,12,25,6
continues,murder trial,40.00000,4.38926,9.11316,17.97746,0.00000,6.00000,0.41207,3.82221,3.18795,0,33,7
artemis ii,rocket,34.00000,3.49793,9.72005,17.97725,0.00000,12.00000,0.40249,3.80492,3.28096,6,27,1
redistricting,efforts,22.00000,1.38748,15.85609,17.97239,0.00000,9.00000,0.40294,3.94533,3.98696,9,5,8
goes,ballistic,37.00000,3.58475,10.32150,17.97211,0.00000,11.00000,0.27169,2.54322,3.36758,20,10,7
killed,plane,55.00000,7.29617,7.53820,17.97055,0.00000,18.00000,0.26445,2.35966,2.91422,7,47,1
primary,carolina,48.00000,5.90233,8.13238,17.96786,0.00000,17.00000,0.40721,3.71590,3.02368,5,34,9
court,outside,60.00000,8.59628,6.97976,17.96544,0.00000,15.00000,0.23200,2.06292,2.80318,14,37,9
blanche,bondi,32.00000,2.84300,11.25572,17.96339,0.00000,22.00000,0.20643,1.93374,3.49259,13,13,6
surge,homan,22.00000,1.38167,15.92271,17.96338,0.00000,16.00000,0.31778,3.10349,3.99301,4,9,9
makes,prediction,31.00000,2.72005,11.39686,17.96113,0.00000,15.00000,0.34764,3.35542,3.51056,6,6,19
election,midterm,76.00000,13.55938,5.60497,17.96089,0.00000,31.00000,0.26724,2.31174,2.48671,33,29,14
hormuz,closes,48.00000,6.06610,7.91283,17.96014,0.00000,21.00000,0.30963,2.98578,2.98419,11,33,4
minneapolis,shot,96.00000,21.50188,4.46473,17.95849,0.00000,27.00000,0.34919,2.94896,2.15857,17,61,18
campaign,graham platner,39.00000,4.36363,8.93752,17.95741,0.00000,19.00000,0.38647,3.57604,3.15987,10,26,3
kennedy,removed,22.00000,1.44780,15.19542,17.95673,0.00000,13.00000,0.44939,4.43106,3.92556,15,7,0
world,soccer,64.00000,10.05012,6.36808,17.95503,0.00000,20.00000,0.26882,2.59136,2.67086,6,53,5
return,meghan,21.00000,1.29531,16.21229,17.95222,0.00000,11.00000,0.40516,4.03408,4.01902,5,14,2
prices,drop,41.00000,4.40753,9.30226,17.95114,0.00000,22.00000,0.29610,2.72326,3.21758,2,28,11
crockett,james talarico,21.00000,1.29511,16.21484,17.95074,0.00000,14.00000,0.48910,4.84560,4.01924,5,13,3
strikes,wave,77.00000,13.58964,5.66608,17.94635,0.00000,20.00000,0.29224,2.61219,2.50235,25,37,15
fauci,tulsi,21.00000,1.33426,15.73911,17.94439,0.00000,15.00000,0.31500,3.09537,3.97628,0,7,14
gov,ca,20.00000,1.15158,17.36743,17.94192,0.00000,10.00000,0.42523,4.23379,4.11831,6,7,7
pope,feud,31.00000,2.80096,11.06764,17.93719,0.00000,11.00000,0.45967,4.42867,3.46828,8,21,2
cup,infantino,36.00000,3.65342,9.85379,17.93687,0.00000,10.00000,0.41028,4.07440,3.30068,10,26,0
cruise ship,hantavirus outbreak,39.00000,4.20169,9.28198,17.93389,0.00000,16.00000,0.70400,6.94105,3.21443,5,31,3
middle,class,36.00000,3.71416,9.69263,17.93349,0.00000,22.00000,0.37028,3.51528,3.27689,8,6,22
memorial,tribute,23.00000,1.48074,15.53278,17.92789,0.00000,6.00000,0.39016,3.80229,3.95724,0,21,2
brian,tyler,47.00000,7.10988,6.61052,17.92532,0.00000,17.00000,0.39181,3.55745,2.72476,41,5,1
senate,confirmation hearing,43.00000,4.85866,8.85018,17.92133,0.00000,17.00000,0.37572,3.63005,3.14571,14,26,3
fraud,tim,98.00000,22.77510,4.30295,17.91874,0.00000,32.00000,0.34993,2.94174,2.10532,18,11,69
case,lindsay,130.00000,36.17975,3.59317,17.91614,0.00000,41.00000,0.32466,2.65023,1.84526,7,73,50
epstein,cover-up,94.00000,22.42210,4.19229,17.91401,0.00000,36.00000,0.35096,3.17570,2.06774,72,15,7
election,peru,24.00000,1.62238,14.79311,17.91280,0.00000,6.00000,0.31125,3.14522,3.88685,8,15,1
ceasefire,rejects,78.00000,14.19510,5.49485,17.91274,0.00000,31.00000,0.29701,2.55796,2.45808,28,41,9
ice,officer,119.00000,30.93650,3.84659,17.90998,0.00000,40.00000,0.28786,2.46328,1.94358,30,67,22
charges,dropped,22.00000,1.65523,13.29124,17.90576,0.00000,15.00000,0.40905,4.03209,3.73240,8,9,5
demand,resignation,25.00000,1.80071,13.88342,17.90227,0.00000,9.00000,0.33960,3.27998,3.79529,5,17,3
shot,officer,42.00000,4.84507,8.66861,17.89845,0.00000,18.00000,0.36261,3.32237,3.11580,6,31,5
history,worst,46.00000,5.81994,7.90387,17.89832,0.00000,29.00000,0.33179,3.00823,2.98256,33,3,10
tanker,seized,20.00000,1.17402,17.03542,17.89747,0.00000,16.00000,0.45615,4.54961,4.09047,4,13,3
tehran,khamenei funeral,40.00000,4.38052,9.13134,17.89739,0.00000,10.00000,0.43060,4.14033,3.19083,6,31,3
illegal,migrants,33.00000,3.22147,10.24377,17.89623,0.00000,15.00000,0.37034,3.49131,3.35667,3,6,24
blockade,houthis,33.00000,2.95802,11.15611,17.89293,0.00000,10.00000,0.32268,3.03216,3.47976,8,23,2
summit,arrives,126.00000,32.96945,3.82172,17.89159,0.00000,20.00000,0.39885,3.30582,1.93422,5,111,10
uk,meghan,39.00000,4.46936,8.72609,17.88896,0.00000,11.00000,0.36024,3.50051,3.12533,8,29,2
strait of hormuz,secure,31.00000,2.64166,11.73505,17.88817,0.00000,16.00000,0.31732,3.07412,3.55275,3,22,6
probe,criminal,40.00000,4.38320,9.12575,17.88682,0.00000,22.00000,0.35536,3.26880,3.18994,14,10,16
order,birthright citizenship,36.00000,3.57231,10.07751,17.88116,0.00000,23.00000,0.35129,3.27357,3.33307,12,15,9
massive,winter,49.00000,6.14092,7.97926,17.88056,0.00000,21.00000,0.25412,2.29959,2.99625,4,37,8
fraud,ilhan omar,70.00000,12.03669,5.81555,17.87660,0.00000,24.00000,0.37839,3.33149,2.53992,11,5,54
police,chase,28.00000,2.17321,12.88417,17.87580,0.00000,12.00000,0.34583,3.41865,3.68753,3,5,20
venezuela,survivors,51.00000,6.91606,7.37414,17.86973,0.00000,14.00000,0.28273,2.56422,2.88248,12,38,1
event,attends,39.00000,4.00387,9.74058,17.86888,0.00000,10.00000,0.33359,3.08138,3.28401,3,36,0
hearing,jack smith,41.00000,4.49687,9.11746,17.86647,0.00000,18.00000,0.32763,3.05318,3.18863,24,9,8
venezuela,rubble,42.00000,4.83146,8.69302,17.86508,0.00000,15.00000,0.37619,3.62676,3.11986,5,29,8
election,runoff,29.00000,2.31152,12.54583,17.84956,0.00000,12.00000,0.29869,2.93212,3.64914,5,21,3
israeli,benjamin,29.00000,2.38112,12.17915,17.84787,0.00000,12.00000,0.36603,3.63103,3.60634,3,24,2
republican,midterm,73.00000,13.72666,5.31812,17.84727,0.00000,25.00000,0.36844,3.19407,2.41092,13,48,12
allegations,eric,34.00000,3.26167,10.42411,17.84281,0.00000,19.00000,0.38823,3.63745,3.38185,7,19,8
white house,welcomes,40.00000,4.22731,9.46229,17.83736,0.00000,13.00000,0.27116,2.55797,3.24219,6,30,4
ceremony,attend,38.00000,3.80588,9.98455,17.83388,0.00000,11.00000,0.40951,3.81072,3.31970,1,36,1
launch,moon,73.00000,13.54311,5.39020,17.83284,0.00000,20.00000,0.44655,3.89797,2.43034,8,56,9
republican,senator,53.00000,7.12970,7.43369,17.82668,0.00000,28.00000,0.30705,2.73795,2.89408,34,14,5
going,viral,65.00000,10.57275,6.14788,17.82560,0.00000,27.00000,0.26671,2.32302,2.62009,27,9,29
ontario,doug,21.00000,1.34006,15.67099,17.81956,0.00000,13.00000,0.59807,6.01695,3.97002,3,14,4
end,beginning,25.00000,1.90768,13.10489,17.81726,0.00000,17.00000,0.34554,3.44753,3.71203,6,10,9
deal,plea,45.00000,5.24948,8.57227,17.81424,0.00000,19.00000,0.24491,2.29875,3.09968,6,20,19
war,cost,172.00000,54.58870,3.13252,17.80650,0.00000,40.00000,0.20405,1.81415,1.64732,90,73,8
ai,impact,146.00000,47.14423,3.09688,17.80550,0.00000,14.00000,0.35822,2.97286,1.63082,2,140,4
europe,eclipse,28.00000,2.28022,12.27953,17.80243,0.00000,12.00000,0.37446,3.70829,3.61818,4,24,0
leavitt,wh,31.00000,2.67046,11.60851,17.79991,0.00000,14.00000,0.34115,3.22014,3.53711,9,8,14
ceuta,spanish,24.00000,1.67475,14.33051,17.79796,0.00000,11.00000,0.54735,5.39707,3.84102,2,13,9
hit,record,61.00000,8.87862,6.87044,17.79712,0.00000,24.00000,0.23733,2.08697,2.78040,12,41,8
dinner,evacuated,28.00000,2.23370,12.53524,17.79676,0.00000,17.00000,0.42742,4.14050,3.64792,4,16,8
platner,campaign,50.00000,7.18854,6.95552,17.79587,0.00000,25.00000,0.36316,3.26700,2.79816,13,30,7
minister,burnham,77.00000,15.09738,5.10022,17.79055,0.00000,19.00000,0.35634,3.09853,2.35056,19,55,3
navy,fleet,28.00000,2.19464,12.75833,17.78330,0.00000,9.00000,0.39445,3.80007,3.67337,10,16,2
rep,swalwell,57.00000,8.46253,6.73558,17.78200,0.00000,19.00000,0.35093,3.15287,2.75180,19,33,5
hegseth,dan,36.00000,3.54617,10.15179,17.77408,0.00000,16.00000,0.27375,2.57050,3.34366,9,20,7
resigns,tulsi,34.00000,3.50842,9.69096,17.77341,0.00000,29.00000,0.48046,4.53974,3.27664,16,10,8
peace,islamabad,50.00000,6.49715,7.69568,17.76544,0.00000,13.00000,0.36052,3.34852,2.94405,3,44,3
john,apple,22.00000,1.44390,15.23649,17.76420,0.00000,11.00000,0.32185,3.15872,3.92946,1,21,0
charges,reflecting pool,23.00000,1.53320,15.00134,17.76178,0.00000,15.00000,0.33901,3.29637,3.90702,10,9,4
kuwait,qatar,34.00000,3.13374,10.84966,17.76098,0.00000,9.00000,0.41629,3.90897,3.43958,8,24,2
fbi,plot,57.00000,8.06733,7.06554,17.75094,0.00000,26.00000,0.29069,2.57512,2.82080,12,22,23
hosts,roundtable,22.00000,1.44154,15.26149,17.75051,0.00000,12.00000,0.37587,3.68772,3.93182,3,12,7
